1052299039172059137, JamesArthur23: Watched AStarIsBorn last week and was quite moved by this song so thought I’d have a crack at it Look out for the ful…
1052297682151198720, GagaMediaDotNet: Lady Gaga promoting AStarIsBorn release in different countries is the cutest thing ever ❤️
1052298334055137281,Saw “A Star is Born” for the second time Why was I more emotional this time around than I was the first AStarIsBorn
1052314159805816832,That look  Haven’t seen the movie but the music is good enough for me I can barely handle it ♥️ AStarIsBorn
1052299060181266433,Okay here's my pitch for AStarIsBorn sequel First of all Ally actually DOES love again because the song she sang…
1052298053493895169,A star is born was absolutely unbelievable Such a beautiful yet saddening storyline AStarIsBorn
1052312800637288448, erikarabara: You are so talented ladygaga  AStarIsBorn
1052297816960323584,Such a powerful film - AStarIsBorn just wow give Lady Gaga and Bradley Cooper a bloody Oscar  
1052299981602922496,ladygaga and Bradley Cooper have sent me on an emotional rollercoaster with AStarIsBorn  So amazing ⭐️
1052312073227706368,AStarIsBorn hit a nerve tonight Such an eye opener ladygaga I have absolutely no words to describe your talent…
1052299624621465600,All is forgiven AStarIsBorn 
1052298385875718145,Well I just saw AStarIsBorn and I am not okay 
1052298101443186688,If someone could love me the way Jackson loves Ally pls that would be brill AStarIsBorn
1052314452836651009,Cannot believe Lee Chin spent his year off work playing the meddling manager in one of the movies of the decade…
1052313033693904897,A star is born is seriously the best film of the year loved it xxx LadyGaga BradleyCooper AStarIsBorn
1052313423328043009,We'd totally rock these astarisborn
1052313705931841536,Just back from seeing AStarIsBorn - what an amazing film but such a tearjerker Had 3 girls in bits ladygaga
1052314429948276736, starisbornmovie: “It’s impossible not to fall in love with A Star Is Born”  AStarIsBorn is now playing Get tickets:
1052312195730694144, _MrsOrange: Went to watch astarisborn today and the final left me in tears Bradley deserves the Oscar imo and my Gaga was amazing…
1052314810954735616,JamesArthur23 ladygaga Cried so much when she sang this in the movie &amp; now I’m in tears again  What a beautiful…
1052314382129135617, BreakfastNews: It's completely overwhelming and beautifulWe caught up with superstars ladygaga and Bradley Cooper about their rema…
1052313863088209920,I've just watched AStarIsBorn Now the question is: how much can I love BradleyCooper SUPREME And Lady Gaga is just faboulous
1052299887654707200,A Star Is Born was made in 1937 1954 1976 and 2018 I predict that it will made again in 2082 Sadly not within…
1052314267293274115, _jamiemac: Wow what an emotional movie AStarIsBorn
1052313252695162880,AStarIsBorn was brilliant and heartbreaking Is there anything ladygaga can’t do perfectly
1052314409765224448,Wow first ladygaga mastered pop then she mastered jazz now with AStarIsBorn she’s mastered making me sob my fak…
1052314730688262144,Finally get to see AStarIsBorn tomorrow 
1052313254696026112, reenielarsen: I saw AStarIsBorn on Saturday and it was everything Bradley Cooper is a musician and Lady Gaga is an actor and they'…
1052298810809114624,Just got back from seeing A Star is Born and challenge all of my real men friends to go with your lady First…
